epoch,accuracy,loss,val_accuracy,val_loss
0,0.2579042315483093,1.6090470552444458,0.2664952874183655,1.381069540977478
1,0.07723577320575714,1.4203544855117798,0.2566409707069397,1.3805174827575684
2,0.15718157589435577,1.412137508392334,0.27420738339424133,1.3511325120925903
3,0.2895212173461914,1.3863193988800049,0.27420738339424133,1.2940272092819214
4,0.3066847324371338,1.3805859088897705,0.2566409707069397,1.3456223011016846
5,0.2339656800031662,1.3783082962036133,0.27420738339424133,1.2362415790557861
6,0.4186991751194,1.2994202375411987,0.27420738339424133,1.1040655374526978
7,0.44037941098213196,1.1227154731750488,0.6195372939109802,0.8328095078468323
8,0.5844625234603882,0.8485352993011475,0.8234789967536926,0.6131824254989624
9,0.5700090527534485,0.7895796298980713,0.8024849891662598,0.5640884041786194
10,0.7881662249565125,0.5906072854995728,0.8149100542068481,0.45524904131889343
11,0.6350497007369995,0.7798850536346436,0.7892031073570251,0.5378235578536987
12,0.8622403144836426,0.5109404921531677,0.7382176518440247,0.4951917827129364
13,0.672990083694458,0.5818784236907959,0.8723222017288208,0.41648927330970764
14,0.8450767993927002,0.3874710500240326,0.9430162906646729,0.26241835951805115
15,0.803523063659668,0.3653108477592468,0.8800342679023743,0.288761168718338
16,0.9105691313743591,0.2661697268486023,0.8718937635421753,0.2754494547843933
17,0.7728093862533569,0.43482235074043274,0.8568980097770691,0.27524858713150024
18,0.9534778594970703,0.23020493984222412,0.9494430422782898,0.21855512261390686
19,0.8360433578491211,0.3442203998565674,0.9507283568382263,0.23088626563549042
20,0.9191508293151855,0.22727827727794647,0.9588689208030701,0.1749342530965805
21,0.8717253804206848,0.2765901982784271,0.9245929718017578,0.23207969963550568
22,0.8866305351257324,0.24428270757198334,0.9652956128120422,0.14307773113250732
23,0.8938573002815247,0.2543339133262634,0.9580119848251343,0.16958403587341309
24,0.9616079330444336,0.14587372541427612,0.9687232375144958,0.12859976291656494
25,0.9408310651779175,0.14896564185619354,0.9502999186515808,0.12684376537799835
26,0.8852755427360535,0.23646849393844604,0.9541559815406799,0.15111033618450165
27,0.9485095143318176,0.14226369559764862,0.9768637418746948,0.0836019217967987
28,0.9719963669776917,0.09010332822799683,0.9794344305992126,0.06871240586042404
29,0.9742547273635864,0.07754132151603699,0.9802913665771484,0.05899152532219887
30,0.977416455745697,0.07399439066648483,0.9828620553016663,0.054611362516880035
31,0.9783197641372681,0.0679502859711647,0.9841473698616028,0.04906514659523964
32,0.9801264405250549,0.05859623849391937,0.9858611822128296,0.04465261846780777
33,0.9828364849090576,0.050693709403276443,0.9871465563774109,0.03929554671049118
34,0.9859982132911682,0.047054991126060486,0.9935732483863831,0.03596176207065582
35,0.9864498376846313,0.041413813829422,0.9931448101997375,0.03268950805068016
36,0.9864498376846313,0.04106825962662697,0.992716372013092,0.03034895285964012
37,0.9900632500648499,0.03282422199845314,0.9948586225509644,0.02759816125035286
38,0.9905149340629578,0.0317251943051815,0.9944301843643188,0.025992054492235184
39,0.9905149340629578,0.02909461408853531,0.9948586225509644,0.024309298023581505
40,0.9909665584564209,0.02772197686135769,0.9944301843643188,0.02310962975025177
41,0.9909665584564209,0.02646602876484394,0.9961439371109009,0.02128477394580841
42,0.9918699264526367,0.02627195604145527,0.9948586225509644,0.02118019200861454
43,0.9927732348442078,0.022439107298851013,0.9957154989242554,0.019738871604204178
44,0.9927732348442078,0.022552400827407837,0.9952870607376099,0.018920917063951492
45,0.9923216104507446,0.021328626200556755,0.9970008730888367,0.017781192436814308
46,0.9927732348442078,0.02191505953669548,0.9952870607376099,0.017780037596821785
47,0.9950315952301025,0.01674002781510353,0.9974293112754822,0.01663832552731037
48,0.9936766028404236,0.020806817337870598,0.9952870607376099,0.016347771510481834
49,0.9923216104507446,0.019947301596403122,0.9970008730888367,0.016457650810480118
