epoch,accuracy,loss,val_accuracy,val_loss
0,0.3623773753643036,2.1952452659606934,0.12420382350683212,2.699646472930908
1,0.6601269245147705,0.8802578449249268,0.42038217186927795,1.300423264503479
2,0.6226197481155396,0.7757769823074341,0.5732483863830566,1.0747777223587036
3,0.7841892838478088,0.5515341758728027,0.6369426846504211,0.8383066654205322
4,0.8072706460952759,0.4755474925041199,0.675159215927124,0.723963737487793
5,0.79572993516922,0.46970221400260925,0.7388535141944885,0.605663001537323
6,0.8522793054580688,0.3892230987548828,0.7452229261398315,0.5753186941146851
7,0.8615118265151978,0.34887436032295227,0.7929936051368713,0.49456533789634705
8,0.8897864818572998,0.3062840700149536,0.8216560482978821,0.42112475633621216
9,0.9053664207458496,0.2734861969947815,0.8407643437385559,0.36875614523887634
10,0.9134448766708374,0.23567305505275726,0.8726114630699158,0.3314187228679657
11,0.93190997838974,0.20459263026714325,0.8757961988449097,0.3057631552219391
12,0.9457588195800781,0.16831077635288239,0.8757961988449097,0.30591729283332825
13,0.9578765034675598,0.14378096163272858,0.8917197585105896,0.264740526676178
14,0.9642238616943359,0.12657873332500458,0.8885350227355957,0.2803588807582855
15,0.971725344657898,0.1022830531001091,0.9108280539512634,0.23912660777568817
16,0.9734564423561096,0.0883222222328186,0.9299362897872925,0.20747020840644836
17,0.9786497354507446,0.07711918652057648,0.9363057613372803,0.1957840621471405
18,0.9803808331489563,0.06856680661439896,0.9458598494529724,0.19003327190876007
19,0.9849970936775208,0.057606291025877,0.9490445852279663,0.18523752689361572
20,0.9884593486785889,0.04757417365908623,0.9394904375076294,0.20744381844997406
21,0.9878822565078735,0.04959825426340103,0.9490445852279663,0.17601513862609863
22,0.9878822565078735,0.04123305529356003,0.9554139971733093,0.142386794090271
23,0.9890363812446594,0.03661712259054184,0.9554139971733093,0.15369801223278046
24,0.9890363812446594,0.03387339785695076,0.9554139971733093,0.15611058473587036
25,0.9924985766410828,0.0291936993598938,0.9554139971733093,0.16739867627620697
26,0.9959607720375061,0.02383822575211525,0.9522293210029602,0.17450155317783356
27,0.9959607720375061,0.020754750818014145,0.9522293210029602,0.16865943372249603
28,0.9965378046035767,0.017719101160764694,0.9554139971733093,0.15493176877498627
29,0.9982689023017883,0.01559303980320692,0.9585987329483032,0.14582355320453644
30,0.9994229674339294,0.013246843591332436,0.9554139971733093,0.1490398645401001
31,0.9994229674339294,0.01241213083267212,0.9554139971733093,0.15123647451400757
32,0.9994229674339294,0.011130362749099731,0.9554139971733093,0.15065714716911316
33,0.9994229674339294,0.00923924706876278,0.9585987329483032,0.1520644575357437
34,1.0,0.008268783800303936,0.9617834687232971,0.15255388617515564
35,1.0,0.007430315483361483,0.9617834687232971,0.14984314143657684
36,1.0,0.006974237505346537,0.9617834687232971,0.15126079320907593
37,1.0,0.006053434684872627,0.9617834687232971,0.15430624783039093
38,1.0,0.005403783172369003,0.9585987329483032,0.15402314066886902
39,1.0,0.005041454453021288,0.9585987329483032,0.15505214035511017
40,1.0,0.004520556423813105,0.9554139971733093,0.15573671460151672
41,1.0,0.004145213868469,0.9554139971733093,0.15612542629241943
42,1.0,0.003708074800670147,0.9554139971733093,0.1578822135925293
43,1.0,0.003488045185804367,0.9554139971733093,0.15590257942676544
44,1.0,0.003323005512356758,0.9554139971733093,0.15711860358715057
45,1.0,0.0031730637419968843,0.9554139971733093,0.15938329696655273
46,1.0,0.0027266074903309345,0.9554139971733093,0.15882232785224915
47,1.0,0.0024514521937817335,0.9522293210029602,0.16251976788043976
48,1.0,0.0024123990442603827,0.9522293210029602,0.16058097779750824
49,1.0,0.002255565719678998,0.9522293210029602,0.1631789207458496
