epoch,accuracy,loss,val_accuracy,val_loss
0,0.23254472017288208,2.261317253112793,0.0031847134232521057,1.7411218881607056
1,0.3329486548900604,1.4383515119552612,0.0031847134232521057,1.5093941688537598
2,0.3283323645591736,1.3806043863296509,0.0031847134232521057,1.487975835800171
3,0.27466821670532227,1.3552329540252686,0.0031847134232521057,1.5027401447296143
4,0.2585112452507019,1.3371995687484741,0.006369426846504211,1.5072416067123413
5,0.29832661151885986,1.3128362894058228,0.006369426846504211,1.510271668434143
6,0.33410272002220154,1.2835637331008911,0.006369426846504211,1.5007448196411133
7,0.3612233102321625,1.2474826574325562,0.006369426846504211,1.4759087562561035
8,0.43912291526794434,1.1743630170822144,0.009554140269756317,1.42574942111969
9,0.4760530889034271,1.1142579317092896,0.03821656107902527,1.3850055932998657
10,0.514137327671051,1.052717924118042,0.11783439666032791,1.3074572086334229
11,0.5441430807113647,0.9972939491271973,0.15286624431610107,1.277764081954956
12,0.582227349281311,0.9403005242347717,0.20700636506080627,1.230735421180725
13,0.5804962515830994,0.9492089152336121,0.18789808452129364,1.230404257774353
14,0.6047316789627075,0.9112619161605835,0.24522292613983154,1.1847319602966309
