accX_min,accX_max,accX_mean,accX_kurt,accX_sem,accX_std,accX_var,accX_skew,accX_mad,accX_sum,accY_min,accY_max,accY_mean,accY_kurt,accY_sem,accY_std,accY_var,accY_skew,accY_mad,accY_sum,accZ_min,accZ_max,accZ_mean,accZ_kurt,accZ_sem,accZ_std,accZ_var,accZ_skew,accZ_mad,accZ_sum,wx_min,wx_max,wx_mean,wx_kurt,wx_sem,wx_std,wx_var,wx_skew,wx_mad,wx_sum,wy_min,wy_max,wy_mean,wy_kurt,wy_sem,wy_std,wy_var,wy_skew,wy_mad,wy_sum,wz_min,wz_max,wz_mean,wz_kurt,wz_sem,wz_std,wz_var,wz_skew,wz_mad,wz_sum,bx_min,bx_max,bx_mean,bx_kurt,bx_sem,bx_std,bx_var,bx_skew,bx_mad,bx_sum,by_min,by_max,by_mean,by_kurt,by_sem,by_std,by_var,by_skew,by_mad,by_sum,bz_min,bz_max,bz_mean,bz_kurt,bz_sem,bz_std,bz_var,bz_skew,bz_mad,bz_sum,Isens_min,Isens_max,Isens_mean,Isens_kurt,Isens_sem,Isens_std,Isens_var,Isens_skew,Isens_mad,Isens_sum,Srms_min,Srms_max,Srms_mean,Srms_kurt,Srms_sem,Srms_std,Srms_var,Srms_skew,Srms_mad,Srms_sum
[0.3],[0.39],[0.34558274802458294],[0.41520286914793614],[0.00010724828177671249],[0.010237577409634005],[0.00010480799121824849],[0.1854492044656386],[0.008406878000895672],[3148.95],[8.65],[9.13],[8.919958296751537],[41.80175339738588],[0.0002954817906603399],[0.028205745163549473],[0.0007955640602310945],[-5.995391135009205],[0.011927560237597059],[81278.66],[-4.09],[-3.84],[-3.969258121158911],[5.167437088206606],[0.00021696344075693223],[0.020710635014498983],[0.0004289304027037913],[1.285537605528549],[0.014926046637648056],[-36167.88],[-0.0044444444444444444],[0.005555555555555556],[-2.390010730660423e-05],[0.022150552307581783],[1.4862304815113731e-05],[0.0014187080064096767],[2.0127324074509194e-06],[0.07375971459226936],[0.0010789233051119278],[-0.21777777777777774],[-0.0077777777777777776],[0.0077777777777777776],[-1.4632718759145458e-05],[-0.006703276012985704],[2.200252841809207e-05],[0.002100290877916891],[4.411221771860905e-06],[0.03436432583191352],[0.0016347917918712658],[-0.13333333333333341],[-0.0044444444444444444],[0.0044444444444444444],[1.5608233343088477e-05],[-0.04139481691688118],[1.2151968964955398e-05],[0.0011599880286866668],[1.3455722266963794e-06],[-0.05928808793377054],[0.00086069120732477],[0.1422222222222222],[41.25],[44.1875],[42.710827754609305],[-0.11043740544590763],[0.004763538474949024],[0.4547121228719737],[0.20676311468673692],[-0.03988779754229682],[0.35579727858409793],[389181.0625],[-12.6875],[-9.75],[-11.142051690079017],[-0.13717459921472974],[0.004903032644200449],[0.4680277894005738],[0.2190500116511879],[0.028793295915444956],[0.3820240994470528],[-101526.375],[-6.1875],[-1.875],[-3.797855849429324],[-0.051524703766894664],[0.006178350092574527],[0.5897655075559943],[0.34782335390277963],[-0.10598581066138382],[0.484206755149169],[-34606.0625],[array([4.90696611e-05])],[array([0.99994839])],[array([0.50040473])],[-1.1908012942436705],[0.0030118950950137153],[0.28750585719495575],[0.08265961792140628],[0.007191009976730873],[nan],[array([4559.68791484])],[array([0.00019557])],[array([0.99992462])],[array([0.50023226])],[-1.2171512890182197],[0.0030553191833798646],[0.29165098156176655],[0.0850602950459419],[-0.006009421594401954],[nan],[array([4558.1163661])]
