epoch,accuracy,loss,val_accuracy,val_loss
0,0.18291978538036346,1.5551596879959106,0.0031847134232521057,1.3969827890396118
1,0.14656664431095123,1.4069806337356567,0.0031847134232521057,1.4446637630462646
2,0.15118291974067688,1.3825833797454834,0.0031847134232521057,1.4687408208847046
3,0.22792844474315643,1.3709505796432495,0.0031847134232521057,1.5440634489059448
4,0.12694749236106873,1.3653725385665894,0.0031847134232521057,1.5615283250808716
5,0.3283323645591736,1.3367414474487305,0.0031847134232521057,1.6618939638137817
6,0.23831506073474884,1.3500444889068604,0.0031847134232521057,1.7315418720245361
7,0.2562031149864197,1.2738205194473267,0.0031847134232521057,1.7228285074234009
8,0.27351415157318115,1.2635185718536377,0.019108280539512634,1.8699504137039185
9,0.3098672926425934,1.1641204357147217,0.1146496832370758,1.621199607849121
10,0.3583381474018097,1.0494012832641602,0.06050955504179001,1.3719100952148438
11,0.4616272449493408,0.8363344669342041,0.1082802563905716,1.3765060901641846
12,0.45066359639167786,0.895240843296051,0.1082802563905716,1.1307355165481567
13,0.6185805201530457,0.7241283059120178,0.31847134232521057,1.0795843601226807
14,0.6837853193283081,0.6428008079528809,0.48407644033432007,0.9476240873336792
15,0.6780149936676025,0.6749681234359741,0.5509554147720337,0.8542858362197876
16,0.7876514792442322,0.5097180008888245,0.6528662443161011,0.6782757639884949
17,0.8655510544776917,0.3884100615978241,0.7643312215805054,0.5569080710411072
18,0.8563185334205627,0.36747926473617554,0.8280254602432251,0.4706414043903351
19,0.8932486772537231,0.3013167977333069,0.8407643437385559,0.45934659242630005
20,0.926716685295105,0.20800814032554626,0.8694267272949219,0.38183462619781494
21,0.9399884343147278,0.175296813249588,0.8789808750152588,0.32703185081481934
22,0.9538372755050659,0.14348985254764557,0.8980891704559326,0.33045250177383423
23,0.9584535360336304,0.13147976994514465,0.8821656107902527,0.38578328490257263
24,0.9746105074882507,0.09639716148376465,0.8662420511245728,0.47322335839271545
25,0.9798038005828857,0.07744468748569489,0.8789808750152588,0.40235501527786255
26,0.9844200611114502,0.05335017666220665,0.9140127301216125,0.269856721162796
27,0.9890363812446594,0.039462827146053314,0.9426751732826233,0.2068851739168167
28,0.9884593486785889,0.0404418520629406,0.9458598494529724,0.20019109547138214
29,0.9907674789428711,0.03397514671087265,0.9363057613372803,0.21126769483089447
30,0.9942296743392944,0.025748560205101967,0.9426751732826233,0.19466152787208557
31,0.9971148371696472,0.016839591786265373,0.9394904375076294,0.20018765330314636
32,0.9988459348678589,0.011835329234600067,0.9458598494529724,0.1849672943353653
33,0.9982689023017883,0.0108054019510746,0.9458598494529724,0.18458202481269836
34,0.9982689023017883,0.01016419567167759,0.9458598494529724,0.17892411351203918
35,0.9988459348678589,0.009216207079589367,0.9458598494529724,0.17342014610767365
36,0.9988459348678589,0.008098987862467766,0.9458598494529724,0.17115840315818787
37,0.9994229674339294,0.006399288307875395,0.9458598494529724,0.17266182601451874
38,0.9994229674339294,0.0051889484748244286,0.9458598494529724,0.16725580394268036
39,1.0,0.004357744473963976,0.9490445852279663,0.1635221242904663
40,1.0,0.00389414606615901,0.9490445852279663,0.1593451052904129
41,1.0,0.0034641718957573175,0.9490445852279663,0.16136698424816132
42,1.0,0.003002637065947056,0.9458598494529724,0.16180658340454102
43,1.0,0.0027550801169127226,0.9490445852279663,0.15595708787441254
44,1.0,0.0024436062667518854,0.9522293210029602,0.15375690162181854
45,1.0,0.0022057006135582924,0.9554139971733093,0.15162590146064758
46,1.0,0.0021955319680273533,0.9585987329483032,0.1489575058221817
47,1.0,0.0019909325055778027,0.9522293210029602,0.15647673606872559
48,1.0,0.0016720719868317246,0.9585987329483032,0.1491531878709793
49,1.0,0.001454886863939464,0.9554139971733093,0.15713566541671753
